Capacitance, Input Transition Time, Rise Delay, Fall Delay
1, 0, 2.23044100e-11
3, 0, 2.73289700e-11
5, 0, 3.08347100e-11
7, 0, 3.41895900e-11
9, 0, 3.72486800e-11
11, 0, 3.97821700e-11
13, 0, 4.21742700e-11
15, 0, 4.45136300e-11
1, 0.25, 2.90601700e-11
3, 0.25, 3.67078100e-11
5, 0.25, 4.30838800e-11
7, 0.25, 4.86026400e-11
9, 0.25, 5.34691800e-11
11, 0.25, 5.79337400e-11
13, 0.25, 6.20515600e-11
15, 0.25, 6.58184500e-11
1, 0.5, 3.24293800e-11
3, 0.5, 4.34959800e-11
5, 0.5, 5.26524900e-11
7, 0.5, 6.06358000e-11
9, 0.5, 6.78262300e-11
11, 0.5, 7.44115300e-11
13, 0.5, 8.04021300e-11
15, 0.5, 8.60897700e-11
1, 0.75, 3.28103100e-11
3, 0.75, 4.62495400e-11
5, 0.75, 5.74661000e-11
7, 0.75, 6.72747200e-11
9, 0.75, 7.60920900e-11
11, 0.75, 8.41793000e-11
13, 0.75, 9.17015800e-11
15, 0.75, 9.87197400e-11
1, 1.0, 3.18415900e-11
3, 1.0, 4.72403200e-11
5, 1.0, 6.00674700e-11
7, 1.0, 7.13398500e-11
9, 1.0, 8.15031900e-11
11, 1.0, 9.08258200e-11
13, 1.0, 9.94922200e-11
15, 1.0, 1.07625500e-10
1, 1.25, 3.01534900e-11
3, 1.25, 4.71461700e-11
5, 1.25, 6.13971600e-11
7, 1.25, 7.38858700e-11
9, 1.25, 8.51813200e-11
11, 1.25, 9.55636200e-11
13, 1.25, 1.05224400e-10
15, 1.25, 1.14293300e-10
1, 1.5, 2.79122200e-11
3, 1.5, 4.63592100e-11
5, 1.5, 6.18017700e-11
7, 1.5, 7.54271900e-11
9, 1.5, 8.77018900e-11
11, 1.5, 9.90077600e-11
13, 1.5, 1.09541200e-10
15, 1.5, 1.19439100e-10
