Capacitance, Input Transition Time, Rise Delay, Fall Delay
3, 0, 2.96149100e-11
5, 0, 3.65446200e-11
7, 0, 4.15255500e-11
9, 0, 4.62668700e-11
11, 0, 5.03022000e-11
13, 0, 5.39249800e-11
15, 0, 5.74939500e-11
17, 0, 6.10671700e-11
3, 0.25, 4.23485700e-11
5, 0.25, 5.36946700e-11
7, 0.25, 6.27575700e-11
9, 0.25, 7.05147100e-11
11, 0.25, 7.71551100e-11
13, 0.25, 8.32432700e-11
15, 0.25, 8.88808300e-11
17, 0.25, 9.39952000e-11
3, 0.5, 5.46629300e-11
5, 0.5, 7.10834200e-11
7, 0.5, 8.44281300e-11
9, 0.5, 9.57237200e-11
11, 0.5, 1.05708900e-10
13, 0.5, 1.14740500e-10
15, 0.5, 1.22957400e-10
17, 0.5, 1.30601700e-10
3, 0.75, 6.32881300e-11
5, 0.75, 8.34743500e-11
7, 0.75, 9.98263100e-11
9, 0.75, 1.13717700e-10
11, 0.75, 1.26132100e-10
13, 0.75, 1.37403800e-10
15, 0.75, 1.47761400e-10
17, 0.75, 1.57376700e-10
3, 1.0, 7.05466000e-11
5, 1.0, 9.36608800e-11
7, 1.0, 1.12292300e-10
9, 1.0, 1.28391900e-10
11, 1.0, 1.42770800e-10
13, 1.0, 1.55865400e-10
15, 1.0, 1.67884500e-10
17, 1.0, 1.79102900e-10
3, 1.25, 7.69542200e-11
5, 1.25, 1.02456200e-10
7, 1.25, 1.23136000e-10
9, 1.25, 1.41076000e-10
11, 1.25, 1.57057700e-10
13, 1.25, 1.71678400e-10
15, 1.25, 1.85152400e-10
17, 1.25, 1.97767600e-10
3, 1.5, 8.27767600e-11
5, 1.5, 1.10364600e-10
7, 1.5, 1.32857000e-10
9, 1.5, 1.52333800e-10
11, 1.5, 1.69774300e-10
13, 1.5, 1.85757300e-10
15, 1.5, 2.00483900e-10
17, 1.5, 2.14320900e-10
